Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Commander's Sphere,Commander 2014,54,Near Mint,English,,,,,,,,0
1,0,Composite Golem,Fifth Dawn,111,Near Mint,English,,,,,,,,0
1,0,Condemn,Magic 2011,11,Near Mint,English,,,,,,,,
1,0,Condescend,Fifth Dawn,27,Near Mint,English,,,,,,,,
1,0,Conduit of Ruin,Battle for Zendikar,4,Near Mint,English,,,,,,,,
1,0,Congregate,Commander,11,Near Mint,English,,,,,,,,0
1,0,Consul's Shieldguard,Kaladesh,11,Near Mint,English,,,,,,,,
1,0,Consulate Dreadnought,Aether Revolt,146,Near Mint,English,foil,,,,,,,0
1,0,Consulate Dreadnought,Aether Revolt,146,Near Mint,English,,,,,,,,
5,0,Consulate Turret,Aether Revolt,147,Near Mint,English,,,,,,,,
2,0,Consume Spirit,Mirrodin,60,Near Mint,English,,,,,,,,0
1,0,Consuming Vapors,Rise of the Eldrazi,101,Near Mint,English,,,,,,,,
2,0,Contagion Clasp,Scars of Mirrodin,144,Near Mint,English,,,,,,,,
1,0,Contagion Engine,Scars of Mirrodin,145,Near Mint,English,,,,,,,,
1,0,Contingency Plan,Eldritch Moon,52,Near Mint,English,,,,,,,,
1,0,Conundrum Sphinx,Commander,42,Near Mint,English,,,,,,,,0
2,0,Convolute,Eldritch Moon,53,Near Mint,English,,,,,,,,
1,0,Copperhorn Scout,Scars of Mirrodin,116,Near Mint,English,,,,,,,,
1,0,Coral Merfolk,Magic 2012,49,Near Mint,English,,,,,,,,0
1,0,Core Prowler,Mirrodin Besieged,103,Near Mint,English,,,,,,,,
1,0,Corpse Lunge,Innistrad,93,Near Mint,English,,,,,,,,
1,0,Corpse Traders,Avacyn Restored,90,Near Mint,English,,,,,,,,
2,0,Corrupt,Magic 2011,89,Near Mint,English,foil,,,,,,,0
2,0,Crackdown Construct,Aether Revolt,148,Near Mint,English,,,,,,,,
1,0,Cranial Archive,Khans of Tarkir,218,Near Mint,English,,,,,,,,
1,0,Creeperhulk,Commander 2014,42,Near Mint,English,,,,,,,,
1,0,Creeping Tar Pit,Worldwake,134,Near Mint,English,,,,,,,,
2,0,Creepy Doll,Innistrad,220,Near Mint,English,,,,,,,,
1,0,Crib Swap,Commander 2015,65,Near Mint,English,,,,,,,,
1,0,Crimson Mage,Magic 2012,129,Near Mint,English,,,,,,,,
3,0,Crippling Chill,Khans of Tarkir,35,Near Mint,English,,,,,,,,
1,0,"Crosis, the Purger",Premium Deck Series: Graveborn,5,Near Mint,English,foil,,,,,,,0
3,0,Crossway Vampire,Innistrad,135,Near Mint,English,,,,,,,,
1,0,Crow of Dark Tidings,Shadows over Innistrad,105,Near Mint,English,,,,,,,,
1,0,Crucible of Worlds,Fifth Dawn,114,Near Mint,English,,,,,,,,0
1,0,Cruel Edict,Magic Player Rewards,21,Near Mint,English,,,,,,,,0
1,0,Cruel Edict,Tenth Edition,133,Near Mint,German,,,,,,,,0
1,0,Cruel Finality,Aether Revolt,54,Near Mint,English,,,,,,,,
1,0,Cruel Ultimatum,Shards of Alara,164,Near Mint,English,,,,,,,,
2,0,Crumbling Colossus,Magic 2012,204,Near Mint,English,,,,,,,,
1,0,Crusader of Odric,Magic 2013,10,Near Mint,English,,,,,,,,
1,0,Crypt Incursion,Dragon's Maze,23,Near Mint,English,,,,,,,,
1,0,Crypt of Agadeem,Zendikar,212,Near Mint,English,,,,,,,,
1,0,Cryptborn Horror,Return to Ravnica,212,Near Mint,English,,,,,,,,
1,0,Crystal Vein,Premium Deck Series: Graveborn,24,Near Mint,English,foil,,,,,,,0
1,0,Crystal Vein,Commander 2014,289,Near Mint,English,,,,,,,,0
1,0,Crystalline Sliver,Premium Deck Series: Slivers,11,Near Mint,English,foil,,,,,,,0
1,0,Crystallization,Alara Reborn,144,Near Mint,German,foil,,,,,,,0
1,0,Cultist's Staff,Eldritch Moon,194,Near Mint,English,,,,,,,,
1,0,Cultivate,Commander,148,Near Mint,English,,,,,,,,0
1,0,Cultivate,Magic 2011,168,Near Mint,English,,,,,,,,0
1,0,Cunning Lethemancer,Shards of Alara,69,Near Mint,English,,,,,,,,
2,0,Curiosity,Innistrad,49,Near Mint,English,,,,,,,,
1,0,Curse of Chaos,Commander 2013,105,Near Mint,English,,,,,,,,
1,0,Curse of Death's Hold,Innistrad,94,Near Mint,English,,,,,,,,
1,0,Curse of Exhaustion,Dark Ascension,5,Near Mint,English,,,,,,,,
3,0,Curse of Oblivion,Innistrad,95,Near Mint,English,,,,,,,,
1,0,Curse of Shallow Graves,Commander 2013,71,Near Mint,English,,,,,,,,
2,0,Curse of the Bloody Tome,Innistrad,50,Near Mint,English,,,,,,,,
1,0,Curse of the Nightly Hunt,Commander 2015,147,Near Mint,English,,,,,,,,
1,0,Curse of the Nightly Hunt,Innistrad,137,Near Mint,English,foil,,,,,,,0
1,0,Curse of the Nightly Hunt,Innistrad,137,Near Mint,English,,,,,,,,0
2,0,Curse of the Pierced Heart,Innistrad,138,Near Mint,English,,,,,,,,
1,0,Damnation,Planar Chaos,85,Near Mint,English,,,,,,,,
1,0,Daredevil Dragster,Aether Revolt,149,Near Mint,English,,,,,,,,
1,0,"Darigaaz, the Igniter",Duel Decks: Phyrexia vs. the Coalition,47,Near Mint,English,,,,,,,,0
1,0,Daring Demolition,Aether Revolt,55,Near Mint,English,,,,,,,,
1,0,Dark Favor,Magic 2012,89,Near Mint,English,,,,,,,,0
1,0,Dark Intimations,Aether Revolt,128,Near Mint,English,,,,,,,,
1,0,Dark Revenant,Return to Ravnica,61,Near Mint,English,,,,,,,,
2,0,Dark Ritual,Duel Decks: Phyrexia vs. the Coalition,18,Near Mint,English,,,,,,,,0
2,0,Dark Tutelage,Magic 2011,90,Near Mint,English,,,,,,,,
1,0,Darkheart Sliver,Planar Chaos,155,Near Mint,English,,,,,,,,
1,0,Darksteel Citadel,Duel Decks: Elspeth vs. Tezzeret,72,Near Mint,English,,,,,,,,0
1,0,Darksteel Ingot,Commander,245,Near Mint,English,,,,,,,,0
1,0,Darksteel Ingot,Commander 2015,251,Near Mint,English,,,,,,,,0
2,0,Darksteel Juggernaut,Scars of Mirrodin,150,Near Mint,English,,,,,,,,
1,0,Darksteel Relic,New Phyrexia,134,Near Mint,English,,,,,,,,
2,0,Dash Hopes,Planar Chaos,68,Near Mint,English,,,,,,,,
1,0,Dauntless Onslaught,Duel Decks: Speed vs. Cunning,27,Near Mint,English,,,,,,,,0
1,0,Dauthi Slayer,"Time Spiral ""Timeshifted""",41,Near Mint,English,,,,,,,,
1,0,Dawn Charm,Planar Chaos,4,Near Mint,English,,,,,,,,
1,0,Dawn Gryff,Eldritch Moon,19,Near Mint,English,,,,,,,,
1,0,Dawnbreak Reclaimer,Commander 2015,2,Near Mint,English,,,,,,,,
1,0,Dawnfeather Eagle,Aether Revolt,14,Near Mint,English,,,,,,,,
1,0,Dawnglare Invoker,Commander 2015,67,Near Mint,English,,,,,,,,
1,0,Day of the Dragons,Commander 2015,91,Near Mint,English,,,,,,,,
1,0,Daybreak Ranger,Innistrad,176,Near Mint,English,,,,,,,,
2,0,Dazzling Ramparts,Khans of Tarkir,6,Near Mint,English,,,,,,,,
1,0,Dead // Gone,Planar Chaos,113,Near Mint,English,foil,,,,,,,0
1,0,Dead Drop,Khans of Tarkir,67,Near Mint,English,,,,,,,,
1,0,Dead Reckoning,Worldwake,56,Near Mint,English,,,,,,,,
1,0,Dead Weight,Shadows over Innistrad,106,Near Mint,English,,,,,,,,
3,0,Deadeye Harpooner,Aether Revolt,15,Near Mint,English,,,,,,,,
1,0,Death Baron,Shards of Alara,70,Near Mint,English,,,,,,,,
1,0,Death by Dragons,Commander,118,Near Mint,English,,,,,,,,
1,0,Death Cultist,Rise of the Eldrazi,105,Near Mint,English,,,,,,,,
1,0,Death Denied,Saviors of Kamigawa,63,Near Mint,English,,,,,,,,0
1,0,Death's Caress,Dark Ascension,59,Near Mint,English,,,,,,,,
1,0,Deathbringer Liege,Eventide,85,Near Mint,English,,,,,,,,
1,0,Deathbringer Thoctar,Commander 2013,184,Near Mint,English,,,,,,,,0
1,0,Deathbringer Thoctar,Alara Reborn,36,Near Mint,German,foil,,,,,,,0
1,0,Deathbringer Thoctar,Alara Reborn,36,Near Mint,English,,,,,,,,
1,0,Deathgrip,Fifth Edition,16,Near Mint,Chinese,,,,,,,,0
1,0,Deathmark,Magic 2012,90,Near Mint,English,,,,,,,,0
4,0,Debilitating Injury,Khans of Tarkir,68,Near Mint,English,,,,,,,,
1,0,Debtors' Knell,Guildpact,141,Near Mint,English,,,,,,,,
1,0,Declaration in Stone,Shadows over Innistrad,12,Near Mint,English,foil,,,,,,,0
2,0,Decommission,Aether Revolt,16,Near Mint,English,,,,,,,,
1,0,Decree of Justice,Duel Decks: Elspeth vs. Kiora,7,Near Mint,English,,,,,,,,0
1,0,Defiant Salvager,Aether Revolt,56,Near Mint,English,,,,,,,,
4,0,Defiant Strike,Khans of Tarkir,7,Near Mint,English,,,,,,,,
1,0,Deflecting Palm,Khans of Tarkir,173,Near Mint,English,,,,,,,,0
1,0,Deft Dismissal,Aether Revolt,17,Near Mint,English,,,,,,,,
3,0,Delver of Secrets,Innistrad,51,Near Mint,English,,,,,,,,
1,0,Dementia Bat,New Phyrexia,55,Near Mint,English,,,,,,,,
1,0,Dementia Bat,New Phyrexia,55,Near Mint,English,foil,,,,,,,0
2,0,Demon's Horn,Magic 2012,205,Near Mint,English,,,,,,,,
1,0,Demystify,Rise of the Eldrazi,18,Near Mint,English,foil,,,,,,,0
1,0,Demystify,Magic 2012,13,Near Mint,English,,,,,,,,
1,0,Deprive,Rise of the Eldrazi,59,Near Mint,English,,,,,,,,
3,0,Deranged Assistant,Innistrad,52,Near Mint,English,,,,,,,,
1,0,Deranged Outcast,Dark Ascension,112,Near Mint,English,,,,,,,,
1,0,Desecration Demon,Return to Ravnica,63,Near Mint,English,,,,,,,,
1,0,Desert Twister,Commander 2014,188,Near Mint,English,,,,,,,,0
1,0,Desolation Giant,Commander 2015,148,Near Mint,English,,,,,,,,
1,0,Desolation Twin,Battle for Zendikar,6,Near Mint,English,,,,,,,,
1,0,Despise,Khans of Tarkir,69,Near Mint,English,,,,,,,,
1,0,Destructive Force,Magic 2011,133,Near Mint,English,,,,,,,,
3,0,Destructive Tampering,Aether Revolt,78,Near Mint,English,,,,,,,,
1,0,Detention Sphere,Return to Ravnica,155,Near Mint,English,,,,,,,,
3,0,Deviant Glee,Return to Ravnica,65,Near Mint,English,,,,,,,,
1,0,Devil's Play,Innistrad,140,Near Mint,English,,,,,,,,0
1,0,Devouring Swarm,Magic 2012,91,Near Mint,English,,,,,,,,
1,0,Dhund Operative,Kaladesh,74,Near Mint,English,foil,,,,,,,0
1,0,Diabolic Revelation,Magic 2013,87,Near Mint,English,,,,,,,,0
1,0,Diabolic Servitude,Premium Deck Series: Graveborn,22,Near Mint,English,foil,,,,,,,0
2,0,Diabolic Tutor,Magic 2011,93,Near Mint,English,,,,,,,,0
1,0,Diabolic Tutor,Magic 2012,92,Near Mint,English,,,,,,,,0
1,0,Diabolic Tutor,Kaladesh,75,Near Mint,English,,,,,,,,
1,0,Dictate of Heliod,Duel Decks: Elspeth vs. Kiora,8,Near Mint,English,,,,,,,,0
1,0,Die Young,Kaladesh,76,Near Mint,English,,,,,,,,
1,0,Dig Through Time,Khans of Tarkir,36,Near Mint,English,,,,,,,,
2,0,Dimir Aqueduct,Ravnica: City of Guilds,276,Near Mint,English,,,,,,,,0
3,0,Dimir Guildgate,Dragon's Maze,148,Near Mint,English,,,,,,,,
3,0,Diregraf Ghoul,Innistrad,97,Near Mint,English,,,,,,,,
1,0,Dirge of Dread,Commander 2013,73,Near Mint,English,,,,,,,,0
1,0,Disallow,Aether Revolt,31,Near Mint,English,,,,,,,,
1,0,Disaster Radius,Commander,119,Near Mint,English,,,,,,,,0
1,0,Disaster Radius,Commander 2015,150,Near Mint,English,,,,,,,,
2,0,Disaster Radius,Rise of the Eldrazi,141,Near Mint,English,,,,,,,,0
1,0,Disciple of Bolas,Magic 2013,88,Near Mint,English,,,,,,,,0
2,0,Disciple of Griselbrand,Innistrad,98,Near Mint,English,,,,,,,,
4,0,Disdainful Stroke,Khans of Tarkir,37,Near Mint,English,,,,,,,,0
1,0,Disentomb,Magic 2010,92,Near Mint,English,,,,,,,,0
2,0,Disentomb,Magic 2011,94,Near Mint,English,,,,,,,,0
1,0,Disentomb,Magic 2013,89,Near Mint,English,,,,,,,,
3,0,Dismal Backwater,Khans of Tarkir,232,Near Mint,English,,,,,,,,0
4,0,Disowned Ancestor,Khans of Tarkir,70,Near Mint,English,,,,,,,,
4,0,Dispersal Technician,Aether Revolt,32,Near Mint,English,,,,,,,,
1,0,Disrupting Scepter,Eighth Edition,298,Near Mint,English,foil,,,,,,,0
1,0,Dissension in the Ranks,Shadows over Innistrad,152,Near Mint,English,,,,,,,,
1,0,Dissipation Field,Scars of Mirrodin,32,Near Mint,English,,,,,,,,
1,0,Distant Melody,Premium Deck Series: Slivers,27,Near Mint,English,foil,,,,,,,0
1,0,Distemper of the Blood,Eldritch Moon,126,Near Mint,English,,,,,,,,
1,0,Divination,Dark Ascension,35,Near Mint,English,,,,,,,,0
1,0,Divine Favor,Magic 2012,14,Near Mint,English,,,,,,,,0
1,0,Divine Verdict,Magic 2013,12,Near Mint,English,,,,,,,,0
1,0,Doorkeeper,Return to Ravnica,37,Near Mint,English,,,,,,,,
2,0,Dormant Gomazoa,Rise of the Eldrazi,62,Near Mint,English,,,,,,,,
1,0,Dormant Sliver,Planar Chaos,156,Near Mint,English,,,,,,,,
1,0,Dovescape,Dissension,143,Near Mint,English,foil,,,,,,,0
1,0,Drag Under,Eldritch Moon,57,Near Mint,English,,,,,,,,
1,0,Dragon Grip,Khans of Tarkir,107,Near Mint,English,,,,,,,,
2,0,Dragon Hatchling,Magic 2013,128,Near Mint,English,,,,,,,,0
1,0,Dragon Throne of Tarkir,Khans of Tarkir,219,Near Mint,English,,,,,,,,
2,0,Dragon's Eye Savants,Khans of Tarkir,38,Near Mint,English,,,,,,,,
2,0,Dragonskull Summit,Magic 2011,223,Near Mint,English,foil,,,,,,,0
1,0,"Drana, Kalastria Bloodchief",Rise of the Eldrazi,107,Near Mint,English,,,,,,,,
1,0,Dread Return,Premium Deck Series: Graveborn,23,Near Mint,English,foil,,,,,,,0
3,0,Dread Statuary,Worldwake,135,Near Mint,English,,,,,,,,
1,0,Dream Pillager,Commander 2015,25,Near Mint,English,,,,,,,,
2,0,Dream Twist,Innistrad,54,Near Mint,English,,,,,,,,0
1,0,Dreamstone Hedron,Commander 2015,252,Near Mint,English,,,,,,,,
2,0,Dregscape Zombie,Duel Decks: Speed vs. Cunning,5,Near Mint,English,,,,,,,,0
2,0,Dregscape Zombie,Shards of Alara,74,Near Mint,German,,,,,,,,0
1,0,Drifting Meadow,Commander 2015,282,Near Mint,English,,,,,,,,
1,0,Drogskol Reaver,Dark Ascension,137,Near Mint,English,,,,,,,,
2,0,Drogskol Shieldmate,Eldritch Moon,22,Near Mint,English,,,,,,,,
1,0,Dross Harvester,Mirrodin,63,Near Mint,English,,,,,,,,
1,0,Drove of Elves,Commander 2014,189,Near Mint,English,,,,,,,,0
1,0,Drowned Catacomb,Magic 2011,224,Near Mint,English,,,,,,,,0
1,0,Drowned Catacomb,Magic 2012,226,Near Mint,English,,,,,,,,0
1,0,Drowner of Hope,Battle for Zendikar,57,Near Mint,English,,,,,,,,
1,0,Drownyard Behemoth,Eldritch Moon,4,Near Mint,English,,,,,,,,
1,0,Druid's Deliverance,Return to Ravnica,123,Near Mint,English,foil,,,,,,,0
1,0,Duergar Hedge-Mage,Eventide,137,Near Mint,English,,,,,,,,0
1,0,Duneblast,Khans of Tarkir,174,Near Mint,English,,,,,,,,0
1,0,Dungeon Geists,Dark Ascension,36,Near Mint,English,,,,,,,,
1,0,Dungrove Elder,Magic 2012,171,Near Mint,English,,,,,,,,
2,0,Duress,Premium Deck Series: Graveborn,13,Near Mint,English,foil,,,,,,,0
1,0,Duress,Magic 2011,96,Near Mint,English,,,,,,,,0
1,0,Dusk Feaster,Eldritch Moon,88,Near Mint,English,,,,,,,,
2,0,Dust Corona,Planar Chaos,97,Near Mint,English,,,,,,,,
1,0,Dust Stalker,Battle for Zendikar,202,Near Mint,English,,,,,,,,
4,0,Dutiful Return,Khans of Tarkir,71,Near Mint,English,,,,,,,,0
1,0,Duty-Bound Dead,Magic 2013,92,Near Mint,English,,,,,,,,
1,0,Eager Construct,Kaladesh,209,Near Mint,English,,,,,,,,
1,0,Earthquake,Commander 2015,152,Near Mint,English,,,,,,,,
1,0,Ebon Stronghold,Premium Deck Series: Graveborn,25,Near Mint,English,foil,,,,,,,0
2,0,Echo Mage,Rise of the Eldrazi,64,Near Mint,English,,,,,,,,
1,0,Edge of the Divinity,Eventide,87,Near Mint,English,,,,,,,,
1,0,"Edric, Spymaster of Trest",Commander,196,Near Mint,English,,,,,,,,0
1,0,Eland Umbra,Rise of the Eldrazi,19,Near Mint,English,,,,,,,,
1,0,Elder of Laurels,Innistrad,177,Near Mint,English,,,,,,,,
1,0,Eldrazi Conscription,Rise of the Eldrazi,3,Near Mint,English,,,,,,,,
4,0,Electrickery,Return to Ravnica,93,Near Mint,English,,,,,,,,
1,0,Electrostatic Bolt,Mirrodin,89,Near Mint,English,,,,,,,,
1,0,Elfhame Palace,Duel Decks: Phyrexia vs. the Coalition,64,Near Mint,English,,,,,,,,0
1,0,Elgaud Inquisitor,Dark Ascension,6,Near Mint,English,,,,,,,,
1,0,Elgaud Shieldmate,Avacyn Restored,50,Near Mint,English,,,,,,,,
1,0,Elixir of Immortality,Magic 2012,208,Near Mint,English,,,,,,,,0
1,0,"Elspeth, Sun's Champion",Duel Decks: Elspeth vs. Kiora,1,Near Mint,English,foil,,,,,,,0
1,0,Elvish Archdruid,Commander 2014,190,Near Mint,English,,,,,,,,0
1,0,Elvish Archdruid,Magic 2011,171,Near Mint,English,,,,,,,,0
2,0,Elvish Champion,Duels of the Planeswalkers,60,Near Mint,English,,,,,,,,0
1,0,Elvish Mystic,Commander 2014,191,Near Mint,English,,,,,,,,0
1,0,Elvish Promenade,Duels of the Planeswalkers,62,Near Mint,English,,,,,,,,0
1,0,Elvish Skysweeper,Commander 2014,192,Near Mint,English,,,,,,,,0
1,0,Elvish Visionary,Commander 2014,193,Near Mint,English,,,,,,,,0
1,0,Elvish Visionary,Commander 2015,182,Near Mint,English,,,,,,,,
2,0,Ember Beast,Gatecrash,89,Near Mint,English,,,,,,,,
4,0,Embodiment of Spring,Khans of Tarkir,39,Near Mint,English,,,,,,,,
1,0,Embraal Bruiser,Kaladesh,79,Near Mint,English,,,,,,,,
3,0,Embraal Gear-Smasher,Aether Revolt,79,Near Mint,English,,,,,,,,
1,0,Emerald Medallion,Commander 2014,237,Near Mint,English,,,,,,,,0
1,0,Emeria Shepherd,Battle for Zendikar,22,Near Mint,English,,,,,,,,
1,0,Emmara Tandris,Dragon's Maze,68,Near Mint,English,,,,,,,,
1,0,Empty the Pits,Khans of Tarkir,72,Near Mint,English,,,,,,,,
1,0,Emrakul's Hatcher,Rise of the Eldrazi,142,Near Mint,English,,,,,,,,0
1,0,"Emrakul, the Aeons Torn",Prerelease Events,44,Near Mint,English,foil,,,,,,,0
1,0,Encrust,Magic 2013,49,Near Mint,English,,,,,,,,0
1,0,Endless Cockroaches,Commander 2013,75,Near Mint,English,,,,,,,,0
2,0,Endless Ranks of the Dead,Innistrad,99,Near Mint,English,,,,,,,,
1,0,Endless Whispers,Fifth Dawn,49,Near Mint,English,,,,,,,,
1,0,"Endrek Sahr, Master Breeder",Commander 2013,76,Near Mint,English,,,,,,,,0
2,0,Enlightened Maniac,Eldritch Moon,58,Near Mint,English,,,,,,,,
1,0,Enraged Giant,Aether Revolt,80,Near Mint,English,foil,,,,,,,0
1,0,Entomb,Premium Deck Series: Graveborn,14,Near Mint,English,foil,,,,,,,0
1,0,Entomber Exarch,New Phyrexia,59,Near Mint,English,foil,,,,,,,0
3,0,Erase,Khans of Tarkir,9,Near Mint,English,,,,,,,,
1,0,Erdwal Illuminator,Shadows over Innistrad,60,Near Mint,English,,,,,,,,
1,0,Esper Panorama,Shards of Alara,223,Near Mint,English,foil,,,,,,,0
2,0,Essence Drain,Tenth Edition,141,Near Mint,German,,,,,,,,0
1,0,Essence Harvest,Avacyn Restored,100,Near Mint,English,,,,,,,,
2,0,Essence of the Wild,Innistrad,178,Near Mint,English,,,,,,,,
1,0,Essence Sliver,"Time Spiral ""Timeshifted""",8,Near Mint,English,,,,,,,,
1,0,Essence Warden,Commander 2014,194,Near Mint,English,,,,,,,,0
2,0,Etched Monstrosity,New Phyrexia,135,Near Mint,English,,,,,,,,0
1,0,Eternal Witness,Commander 2015,183,Near Mint,English,,,,,,,,
2,0,Eternal Witness,Fifth Dawn,86,Near Mint,English,,,,,,,,0
1,0,Ethereal Haze,Champions of Kamigawa,9,Near Mint,English,foil,,,,,,,0
1,0,Ever After,Shadows over Innistrad,109,Near Mint,English,,,,,,,,
1,0,Everflowing Chalice,Duel Decks: Elspeth vs. Tezzeret,60,Near Mint,English,,,,,,,,0
1,0,Evolution Charm,Planar Chaos,127,Near Mint,English,,,,,,,,
2,0,Evolving Wilds,Duel Decks: Speed vs. Cunning,32,Near Mint,English,,,,,,,,0
2,0,Evolving Wilds,Duel Decks: Elspeth vs. Kiora,58,Near Mint,English,,,,,,,,0
1,0,Evolving Wilds,Commander,272,Near Mint,English,,,,,,,,0
1,0,Evolving Wilds,Commander 2013,287,Near Mint,English,,,,,,,,0
1,0,Evolving Wilds,Commander 2014,295,Near Mint,English,,,,,,,,0
2,0,Evolving Wilds,Commander 2015,283,Near Mint,English,,,,,,,,0
1,0,Evolving Wilds,Rise of the Eldrazi,228,Near Mint,English,,,,,,,,0
3,0,Evolving Wilds,Dark Ascension,155,Near Mint,English,,,,,,,,0
1,0,Evolving Wilds,Magic 2013,224,Near Mint,English,,,,,,,,0
2,0,Evolving Wilds,Battle for Zendikar,236,Near Mint,English,,,,,,,,0
1,0,Exert Influence,Battle for Zendikar,77,Near Mint,English,,,,,,,,
3,0,Exhume,Premium Deck Series: Graveborn,17,Near Mint,English,foil,,,,,,,0
1,0,Experiment One,Commander 2015,184,Near Mint,English,,,,,,,,
1,0,Explore,Duel Decks: Elspeth vs. Kiora,45,Near Mint,English,,,,,,,,0
2,0,Explorer's Scope,Zendikar,202,Near Mint,English,,,,,,,,0
1,0,Explosive Vegetation,Duel Decks: Elspeth vs. Kiora,46,Near Mint,English,,,,,,,,0
1,0,Explosive Vegetation,Commander,153,Near Mint,English,,,,,,,,0
1,0,Exquisite Archangel,Aether Revolt,18,Near Mint,English,,,,,,,,
1,0,Exquisite Blood,Avacyn Restored,102,Near Mint,English,,,,,,,,
1,0,Exsanguinate,Scars of Mirrodin,61,Near Mint,English,,,,,,,,
1,0,Extractor Demon,Archenemy,15,Near Mint,English,,,,,,,,0
1,0,Eyes of the Watcher,Fifth Dawn,30,Near Mint,English,foil,,,,,,,0
1,0,Ezuri's Predation,Commander 2015,36,Near Mint,English,,,,,,,,
1,0,"Ezuri, Claw of Progress",Commander 2015,44,Near Mint,English,,,,,,,,
1,0,"Ezuri, Renegade Leader",Commander 2014,195,Near Mint,English,,,,,,,,0
1,0,"Ezuri, Renegade Leader",Scars of Mirrodin,119,Near Mint,English,,,,,,,,
2,0,Fabled Hero,Theros,12,Near Mint,English,,,,,,,,
1,0,Fabricate,Magic 2010,52,Near Mint,English,,,,,,,,
1,0,Faceless Butcher,Premium Deck Series: Graveborn,3,Near Mint,English,foil,,,,,,,0
1,0,Faerie Impostor,Duel Decks: Speed vs. Cunning,43,Near Mint,English,,,,,,,,0
1,0,Faith's Fetters,Commander 2015,69,Near Mint,English,,,,,,,,0
1,0,Faithbearer Paladin,Eldritch Moon,25,Near Mint,English,,,,,,,,
1,0,Faithless Looting,Dark Ascension,87,Near Mint,English,,,,,,,,0
1,0,Falkenrath Gorger,Shadows over Innistrad,155,Near Mint,English,,,,,,,,
2,0,Falkenrath Torturer,Dark Ascension,60,Near Mint,English,,,,,,,,
1,0,Fall of the Hammer,Commander 2015,154,Near Mint,English,,,,,,,,
1,0,Farbog Boneflinger,Dark Ascension,61,Near Mint,English,,,,,,,,
2,0,Farbog Explorer,Avacyn Restored,21,Near Mint,English,,,,,,,,
1,0,Farbog Revenant,Shadows over Innistrad,110,Near Mint,English,,,,,,,,
1,0,Farhaven Elf,Commander 2014,196,Near Mint,English,,,,,,,,0
1,0,Farseek,Ravnica: City of Guilds,163,Near Mint,English,,,,,,,,0
1,0,Farseek,Magic 2013,170,Near Mint,English,,,,,,,,0
1,0,Fatal Frenzy,Planar Chaos,98,Near Mint,English,,,,,,,,
1,0,Fatal Fumes,Dragon's Maze,24,Near Mint,English,,,,,,,,
1,0,Fathom Feeder,Battle for Zendikar,203,Near Mint,English,,,,,,,,
1,0,Faultgrinder,Commander,122,Near Mint,English,,,,,,,,0
1,0,Favor of the Overbeing,Eventide,151,Near Mint,English,,,,,,,,
3,0,Feat of Resistance,Khans of Tarkir,10,Near Mint,English,,,,,,,,
1,0,Feed the Pack,Dark Ascension,114,Near Mint,English,,,,,,,,0
3,0,Feeling of Dread,Innistrad,14,Near Mint,English,,,,,,,,
1,0,Felidar Guardian,Aether Revolt,19,Near Mint,English,,,,,,,,
1,0,Felidar Sovereign,Battle for Zendikar,26,Near Mint,English,,,,,,,,
1,0,Fell Shepherd,Commander 2013,78,Near Mint,English,,,,,,,,
1,0,Fellwar Stone,Commander 2015,254,Near Mint,English,,,,,,,,0
2,0,Fen Hauler,Aether Revolt,58,Near Mint,English,,,,,,,,
2,0,Feral Ridgewolf,Innistrad,142,Near Mint,English,,,,,,,,
4,0,Fertile Thicket,Battle for Zendikar,237,Near Mint,English,,,,,,,,
1,0,Fetid Heath,Eventide,176,Near Mint,English,,,,,,,,0
1,0,Fevered Visions,Shadows over Innistrad,244,Near Mint,English,,,,,,,,
2,0,Field Creeper,Eldritch Moon,195,Near Mint,English,,,,,,,,
1,0,Fiend Binder,Eldritch Moon,26,Near Mint,English,,,,,,,,
1,0,Fiend Hunter,Innistrad,15,Near Mint,English,,,,,,,,0
1,0,Fiend of the Shadows,Dark Ascension,62,Near Mint,English,,,,,,,,
1,0,Fierce Empath,Commander,155,Near Mint,English,,,,,,,,0
1,0,Fiery Confluence,Commander 2015,26,Near Mint,English,,,,,,,,0
2,0,Fiery Fall,Duel Decks: Speed vs. Cunning,29,Near Mint,English,,,,,,,,0
1,0,Fiery Hellhound,Magic 2012,130,Near Mint,English,,,,,,,,
4,0,Filigree Crawler,Aether Revolt,150,Near Mint,English,,,,,,,,
1,0,Fireball,Magic 2012,131,Near Mint,English,,,,,,,,
1,0,Firebreathing,Magic 2012,132,Near Mint,English,,,,,,,,
1,0,Fireforger's Puzzleknot,Kaladesh,213,Near Mint,English,,,,,,,,
3,0,Firehoof Cavalry,Khans of Tarkir,11,Near Mint,English,,,,,,,,
1,0,Firehoof Cavalry,Khans of Tarkir,11,Near Mint,English,foil,,,,,,,0
1,0,Fireshrieker,Conspiracy,199,Near Mint,English,,,,,,,,0
1,0,Firewake Sliver,Time Spiral,238,Near Mint,English,,,,,,,,
1,0,Flame Slash,Rise of the Eldrazi,145,Near Mint,English,,,,,,,,
1,0,Flayer Husk,Mirrodin Besieged,107,Near Mint,English,,,,,,,,0
1,0,Fleeting Image,Ninth Edition,78,Near Mint,English,,,,,,,,
1,0,Fleeting Memories,Shadows over Innistrad,62,Near Mint,English,,,,,,,,
